State,Program Name,Type
Connecticut,Energy Efficiency Fund (Electric) - Commercial New Construction Rebate Program,Rebate Program
Connecticut,Connecticut Light & Power - Small Business Energy Advantage Loan Program,Loan Program
Connecticut,Connecticut Light & Power - Energy Conscious Blueprint Grant Program,Grant Program
New Jersey,Wind Manufacturing Tax Credit,Industry Recruitment/Support
Virginia,Income Tax Deduction for Energy-Efficient Products,Personal Tax Deduction
Texas,CenterPoint Energy - ENERGY STAR Homes Efficiency Program,Rebate Program
Indiana,AES Indiana - Business Energy Incentives Program,Rebate Program
Minnesota,Fix-Up Loan,Loan Program
Minnesota,MHFA Energy Saver Rebates Powered by the Fix-up Fund,Rebate Program
Michigan,Wisconsin Public Service (Efficiency United) - Commercial and Industrial Gas Rebate Program,Rebate Program
Michigan,Wisconsin Public Service (Efficiency United) - Residential Energy Efficiency Gas Rebate Program,Rebate Program
Michigan,Xcel Energy (Efficiency United) - Residential Energy Efficiency Gas Rebate Program,Rebate Program
New York,National Grid (Gas) - Commercial Energy Efficiency Rebate Programs (Metro New York),Rebate Program
New York,National Grid (Gas)  - Residential Energy Efficiency Rebate Programs (Metro New York),Rebate Program
Wyoming,Wind Energy Permitting Standards,Solar/Wind Permitting Standards
Wyoming,,Other Incentive
Arkansas,Sustainable Building Design Revolving Loan Fund,Loan Program
Arkansas,Energy Technology Revolving Loan Fund,Loan Program
California,SCE - Residential Energy Efficiency Rebate Program,Rebate Program
Massachusetts,MMWEC Green Opportunity Commercial and Industrial Efficiency Program,Rebate Program
Massachusetts,Ipswich Utilities - HELPS PV Solar Rebate,Rebate Program
Virginia,Commonwealth's Master Equipment Leasing Program,Leasing Program
Ohio,Local Option - Municipal Alternative Energy Revolving Loan Program,Loan Program
Tennessee,TVA - Mid-Sized Renewable Standard Offer Program,Performance-Based Incentive
Delaware,DEMEC Member Utilities - Green Energy Program Incentives,Rebate Program
North Carolina,NC Plus Program for Energy Star Homes,Rebate Program
Kentucky,TVA - Mid-Sized Renewable Standard Offer Program,Performance-Based Incentive
Georgia,TVA - Mid-Sized Renewable Standard Offer Program,Performance-Based Incentive
Ohio,Dominion East Ohio (Gas) - Home Performance Program,Rebate Program
Ohio,City of Columbus - Green Columbus Fund,Green Building Incentive
North Carolina,TVA - Mid-Sized Renewable Standard Offer Program,Performance-Based Incentive
Virginia,TVA - Mid-Sized Renewable Standard Offer Program,Performance-Based Incentive
Alabama,TVA - Mid-Sized Renewable Standard Offer Program,Performance-Based Incentive
Mississippi,TVA - Mid-Sized Renewable Standard Offer Program,Performance-Based Incentive
New York,Green Residential Building Program,Rebate Program
Colorado,Highline Electric Association - Renewable Energy Rebate Program,Rebate Program
Connecticut,CCEF - ARRA Commercial Solar PV Program,Grant Program
Kentucky,Energy Efficient Home Improvements Rebate Program,Rebate Program
Kentucky,Energy Efficient Home Improvements Loan Program,Loan Program
Minnesota,Minnesota Power - Solar-Thermal Water Heating Rebate Program,Rebate Program
Maryland,Sales Tax Holiday for Energy-Efficient Appliances,Sales Tax Incentive
Michigan,Coldwater Board of Public Utilities - Commercial & Industrial Energy Efficiency Rebate Program,Rebate Program
Maryland,Mid-Size Wind Energy Grant Program,Rebate Program
Massachusetts,City of Boston - Renew Boston Residential Retrofit Program,Rebate Program
Oregon,City of Portland - Streamlined Building Permits for Residential Solar Systems,Solar/Wind Permitting Standards
Utah,Utah Home Performance,Rebate Program
Florida,Miami-Dade County - Renovation for Energy Efficiency Loan (REEL) Program,Loan Program
Georgia,Athens-Clarke County - Green Business Revolving Loan Fund,Loan Program
Florida,Beaches Energy Services - Solar Water Heating Rebate Program,Rebate Program
Florida,City of Jacksonville - Sustainable Public Buildings,Energy Standards for Public Buildings
Iowa,Waverly Light & Power - Residential Solar Thermal Rebates,Rebate Program
Alaska,Energy Efficiency Revolving Loan Fund Program,Loan Program
Alaska,Local Option - Property Tax Exemption for Renewable Energy Systems,Property Tax Incentive
New York,Refundable Clean Heating Fuel Tax Credit (Corporate),Corporate Tax Credit
Minnesota,Commercial Small Wind Rebate Program,Rebate Program
New York,Central Hudson Gas & Electric (Gas) - Commercial Energy Efficiency Program,Rebate Program
Oklahoma,Requirements for Wind Development,Solar/Wind Permitting Standards
Illinois,Retro-Commissioning (RCx) Program,Grant Program
Illinois,School Energy Efficiency Grant Program,Grant Program
Maryland,Carroll County - Green Building Property Tax Credit,Property Tax Incentive
New Hampshire,Commercial & Industrial Solar Rebate Program,Rebate Program
Florida,Central Florida Gas - Energy Efficient Appliance Rebate Program,Rebate Program
Tennessee,TVA - Energy Right Solutions for Business,Rebate Program
Tennessee,TVA - Small Business Fast Cash Efficiency Incentives,Rebate Program
Alabama,TVA - Energy Right Solutions for Business,Rebate Program
Alabama,TVA - Small-Business Fast Cash Efficiency Incentives,Rebate Program
Kentucky,TVA - Small-Business Fast Cash Efficiency Incentives,Rebate Program
Kentucky,TVA - Energy Right Solutions for Business,Rebate Program
Mississippi,TVA - Small-Business Fast Cash Efficiency Incentives,Rebate Program
Mississippi,TVA - Energy Right Solutions for Business,Rebate Program
Georgia,Sustainable Atlanta Green Building Initiative,Green Building Incentive
Texas,Garland Power & Light: Commercial Lighting Rebate Program,Rebate Program
Washington,Benton PUD -  ENERGY STAR Certified Manufactured Homes Rebate Program,Rebate Program
New York,Long Island Power Authority - Residential Solar Water Heating Rebate Program,Rebate Program
Nevada,NV Energy (Southern Nevada) - SolarGenerations Solar Heating,Rebate Program
Virginia,Washington Gas - Residential Energy Efficiency Rebate Program,Rebate Program
Missouri,Energize Missouri Homes - Homeowner Upgrades and Geothermal (HUG) Program,Rebate Program
Oklahoma,Oklahoma City - Green Home Loan Program,Loan Program
Maryland,Baltimore - Green Building Requirements for City Buildings,Energy Standards for Public Buildings
Washington,Seattle City Light - Multifamily New Construction Rebate Program,Rebate Program
Texas,AEP (Central and North) - Residential Energy Efficiency Programs,Rebate Program
Colorado,Direct Lending Revolving Loan Program,Loan Program
Missouri,Missouri Rural Electric Cooperative - Residential Energy Efficiency Rebate Program,Rebate Program
Iowa,Linn County Rural Electric Cooperative - Agricultural Custom Rebate Program,Rebate Program
Iowa,Linn County Rural Electric Cooperative - Residential & Small Commercial Energy Efficiency Rebate Program,Rebate Program
Alabama,AlabamaSAVES Revolving Loan Program,Loan Program
Arizona,Energy Efficiency Standards,Energy Efficiency Resource Standard
Colorado,Energy Efficiency Resource Standard,Energy Efficiency Resource Standard
New York,Solar Thermal Incentive Program,Rebate Program
Florida,City of Fort Lauderdale - Smart Watts Rebate Program,Rebate Program
Missouri,Missouri Gas Energy (MGE) - Home Performance with ENERGY STAR,Rebate Program
Illinois,Jo-Carroll Energy - Energy Efficiency Rebate Program,Rebate Program
New Mexico,Energy Efficiency Resource Standard,Energy Efficiency Resource Standard
New Mexico,Agricultural Biomass Income Tax Credit (Corporate),Corporate Tax Credit
New Mexico,Agricultural Biomass Income Tax Credit (Personal),Personal Tax Credit
Vermont,Energy Reduction Goals,Energy Efficiency Resource Standard
Massachusetts,Energy Efficiency First Fuel Requirement (Gas and Electric),Energy Efficiency Resource Standard
Illinois,Energy Efficiency Resource Standards,Energy Efficiency Resource Standard
Indiana,Electric Efficiency Standard,Energy Efficiency Resource Standard
Maryland,PEPCO - Home Performance with ENERGY STAR Incentive Program,Rebate Program
Maryland,Delmarva Power - Home Performance with ENERGY STAR Incentive Program,Rebate Program
Florida,Energy Efficiency Goals,Energy Efficiency Resource Standard
Connecticut,Renewable Portfolio Standards - Energy Efficiency Component,Energy Efficiency Resource Standard
Rhode Island,Energy Efficiency Resource Standard,Energy Efficiency Resource Standard
Maryland,Delmarva - Commissioning and Operations Incentive Programs,Rebate Program
Delaware,Energy Efficiency Resource Standards,Energy Efficiency Resource Standard
Hawaii,Energy Efficiency Portfolio Standard,Energy Efficiency Resource Standard
Maryland,Empower Maryland Efficiency Act,Energy Efficiency Resource Standard
New York,Energy Efficiency Portfolio Standard,Energy Efficiency Resource Standard
Pennsylvania,Energy Efficiency and Conservation Requirements for Utilities,Energy Efficiency Resource Standard
California,Energy Efficiency Resource Standard,Energy Efficiency Resource Standard
California,Pacific Power - Home Energy Savings Program For Builders,Rebate Program
Connecticut,Energy Efficiency Fund (Electric and Gas) - Residential Energy Efficiency Financing,Loan Program
Connecticut,,Rebate Program
Ohio,,Rebate Program
North Carolina,Duke Energy Progress - SunSense Residential PV Incentive Program,Rebate Program
Michigan,Michigan Local PACE Program,PACE Financing
Arizona,City of Avondale - Residential Energy Efficency Rebate Program,Rebate Program
Nevada,NV Energy (Southern Nevada) - Energy Plus Builder Efficiency Program,Rebate Program
Nevada,NV Energy -Energy Smart Schools Program,Rebate Program
Oklahoma,Oklahoma Municipal Power Authority - WISE Energy Efficiency Rebate Program,Rebate Program
Oklahoma,Oklahoma Municipal Power Authority - WISE Energy Efficiency Loan Program,Loan Program
Michigan,Upper Peninsula Power Company - Residential Programs,Rebate Program
Oklahoma,Oklahoma Municipal Power Authority - Demand and Energy Efficiency Program (DEEP),Rebate Program
Oklahoma,Oklahoma Municipal Power Authority - Geothermal Heat Pump Rebate Program,Rebate Program
Michigan,Energy Optimization (Electric) - Commercial Efficiency Program,Rebate Program
Kansas,Kansas City Power & Light - Energy Optimizer Programmable Thermostat Program,Rebate Program
Washington,Peninsula Light Company - Commercial Efficient Lighting  Rebate Program,Rebate Program
Iowa,Farmers Electric Cooperative (Kalona) - Residential Energy Efficiency Rebate Program,Rebate Program
Iowa,Copy of Farmers Electric Cooperative (Kalona) - Residential Energy Efficiency Rebate Program,Rebate Program
Iowa,Farmers Electric Cooperative (Kalona) - Residential Energy Efficiency Grant Program,Rebate Program
Iowa,Energy Efficiency Standard,Energy Efficiency Resource Standard
Maryland,Home Energy Loan Program,Loan Program
Michigan,Energy Optimization Standard,Energy Efficiency Resource Standard
Minnesota,Energy Efficiency Resource Standard,Energy Efficiency Resource Standard
Ohio,Energy Efficiency Portfolio Standard,Energy Efficiency Resource Standard
Arkansas,Energy Efficiency Targets,Energy Efficiency Resource Standard
Michigan,DTE Energy (Gas) - Commercial and Industrial Energy Efficiency Program,Rebate Program
New Jersey,"Utility Solar Financing Incentive (ACE, JCP&L, RECO)",Other Incentive
Ohio,AEP Ohio (Electric) - Residential Energy Efficiency Rebate Program,Rebate Program
Ohio,AEP Ohio (Gas) - Residential Energy Efficiency Rebate Program,Rebate Program
New Hampshire,Enterprise Energy Fund Grants,Grant Program
Connecticut,Sales and Use Taxes for Items Used in Renewable Energy Industries,Industry Recruitment/Support
Kentucky,Electric Cooperative On-Bill Financing Program,Loan Program
North Carolina,Piedmont EMC - Residential Solar and Energy Efficiency Loan Program,Loan Program
North Carolina,Piedmont EMC - Residential Energy Efficiency Loan Program,Loan Program
California,Marin Clean Energy - Feed-In Tariff,Performance-Based Incentive
Massachusetts,Residential & Small-Scale Solar Hot Water Program,Rebate Program
South Carolina,Santee Cooper - Residential Energy Efficiency Existing Homes  Rebate Program,Rebate Program
South Carolina,Santee Cooper - Commercial Energy Efficiency Rebate Program,Rebate Program
New Jersey,"Utility Solar Financing Programs (ACE, JCP&L, RECO)",Other Incentive
Massachusetts,Taunton Municipal Lighting Plant - Residential Energy Star Appliance Rebate Program,Rebate Program
Colorado,City of Aurora - Solar Domestic Water Heater Rebate,Rebate Program
New York,NYSERDA -  Residential Financing Options,Loan Program
Oklahoma,OG&E - Residential Energy Efficiency Program,Rebate Program
Connecticut,Litchfield Hills Region - Business Energy Efficiency Program,Rebate Program
North Carolina,Town of Carrboro - Worthwhile Investments Save Energy (WISE) Homes and Buildings Program,Loan Program
Maryland,Home Performance with Energy Star Rebates,Rebate Program
Iowa,Liberty Utilities Iowa - High Efficiency Equipment Rebate,Rebate Program
Missouri,Atmos Energy (Gas) - Residential Efficiency Program,Rebate Program
New Mexico,El Paso Electric Company - SCORE Plus Standard Offer Program,Rebate Program
Connecticut,Norwich Public Utilities (Gas) - Residential Energy Efficiency Rebate Program,Rebate Program
Pennsylvania,Keystone HELP - EnergyWorks Efficiency Loan Program,Loan Program
New York,NYSEG (Gas) - Commercial and Industrial Efficiency Program,Rebate Program
New York,RG&E (Gas) - Commercial and Industrial Efficiency Program,Rebate Program
Connecticut,Energy Efficiency Fund (Gas) - Home Energy Solutions and Performance Programs,Rebate Program
